comment,class
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,spam
All e best 4 ur exam later.,spam
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,spam
Oh k.i think most of wi and nz players unsold.,spam
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",spam
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",spam
"Haha just kidding, papa needs drugs",spam
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",spam
Oh ok..,spam
R we still meeting 4 dinner tonight?,spam
Thats cool! I am a gentleman and will treat you with dignity and respect.,spam
Shall i start from hear.,spam
Then we wait 4 u lor... No need 2 feel bad lar...,spam
No did you check? I got his detailed message now,spam
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,spam
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",spam
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,spam
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,spam
cool. We will have fun practicing making babies!,spam
Actually getting ready to leave the house.,spam
K..k..any special today?,spam
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",ham
Then we gotta do it after that,spam
"I've got ten bucks, jay is being noncomittal",spam
Where at were hungry too,spam
Pls speak to that customer machan.,spam
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",spam
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,ham
So wats ur opinion abt him and how abt is character?,spam
Jay is snickering and tells me that x is totally fucking up the chords as we speak,spam
No..few hours before.went to hair cut .,spam
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,spam
Lmao. Take a pic and send it to me.,spam
"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",spam
No. She's currently in scotland for that.,spam
Do you work all this week ?,spam
Congratulations ur awarded either �500 of CD gift vouchers & Free entry 2 our �100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,ham
Lol great now im getting hungry.,spam
Yes.. now only saw your message..,spam
I'll be at mu in like  &lt;#&gt;  seconds,spam
Ok...,spam
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,spam
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",spam
For sale - arsenal dartboard. Good condition but no doubles or trebles!,ham
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,spam
"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",spam
Thanks for ve lovely wisheds. You rock,spam
You intrepid duo you! Have a great time and see you both soon. ,spam
I asked sen to come chennai and search for job.,spam
Dad went out oredi... ,spam
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",spam
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,spam
"Arms fine, how's Cardiff and uni? ",spam
In fact when do you leave? I think addie goes back to school tues or wed,spam
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",spam
Ya:)going for restaurant..,spam
"Its ok., i just askd did u knw tht no?",spam
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or �250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,ham
Those ducking chinchillas,spam
I am in a marriage function,spam
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,spam
Don���t give a flying monkeys wot they think and I certainly don���t mind. Any friend of mine and all that!,spam
As a registered optin subscriber ur draw 4 �100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,ham
say thanks2. ,spam
Msg me when rajini comes.,spam
Ya! when are �_ taking ure practical lessons? I start in june..  ,spam
"That's good, because I need drugs",spam
Stupid.its not possible,spam
Can �_ all decide faster cos my sis going home liao..,spam
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,ham
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,spam
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls�1/minmoremobsEMSPOBox45PO139WA,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",spam
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,ham
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",spam
Kinda. First one gets in at twelve! Aah. Speak tomo,spam
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a �2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",ham
Ok good then i later come find �_... C lucky i told �_ to go earlier... Later pple take finish �_ no more again...,spam
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,spam
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",ham
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,spam
I wont touch you with out your permission.,spam
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls�1/minMobsmoreLKPOBOX177HP51FL,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",spam
Take some small dose tablet for fever,spam
Oh. U must have taken your REAL Valentine out shopping first.,spam
"Just sent you an email ��� to an address with incomm in it, is that right?",spam
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",spam
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",spam
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",spam
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,spam
Why you keeping me away like this,spam
I think its far more than that but find out. Check google maps for a place from your dorm.,spam
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,spam
Have you always been saying welp?,spam
"I'm a guy, browsin is compulsory",spam
Ok...,spam
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,spam
"Sorry, I'll call later",spam
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",spam
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",spam
I told your number to gautham..,spam
Tell them no need to investigate about me anywhere.,spam
Ok i juz receive..,spam
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",spam
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",ham
In the end she might still vomit but its okay. Not everything will come out.,spam
How are you with moneY...as in to you...money aint a thing....how are you sha!,spam
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,spam
Hey gals.. Anyone of u going down to e driving centre tmr?,spam
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,spam
I'm putting it on now. It should be ready for  &lt;TIME&gt; ,spam
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",spam
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",ham
Host-based IDPS for linux systems.,spam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",ham
Don no da:)whats you plan?,spam
Ill be there on  &lt;#&gt;  ok.,spam
Oh my God. I'm almost home,spam
Total video converter free download type this in google search:),spam
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",spam
Sounds like something that someone testing me would sayy,spam
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,spam
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",spam
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,spam
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",spam
Hows the champ just leaving glasgow!,spam
K:)all the best:)congrats...,spam
I wonder if you'll get this text?,spam
I need to come home and give you some good lovin...,spam
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,ham
Shall i ask one thing if you dont mistake me.,spam
Check wid corect speling i.e. Sarcasm,spam
"URGENT! Your Mobile No was awarded a �2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",ham
Are you angry with me. What happen dear,spam
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,spam
Yup ok thanx...,spam
Hi:)cts employee how are you?,spam
Pls pls find out from aunt nike.,spam
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",spam
No screaming means shouting..,spam
Hey what happen de. Are you alright.,spam
Should I have picked up a receipt or something earlier,spam
I think chennai well settled?,spam
Oh dang! I didn't mean o send that to you! Lol!,spam
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,spam
Horrible bf... I now v hungry...,spam
Remember on that day..,spam
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,ham
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,spam
All sounds good. Fingers . Makes it difficult to type,spam
Midnight at the earliest,spam
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,spam
K come to nordstrom when you're done,spam
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,spam
Now press conference da:),spam
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",ham
After completed degree. There is no use in joining finance.,spam
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",spam
Shant disturb u anymore... Jia you...,spam
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,spam
"Me, i dont know again oh",spam
Dude sux for snake. He got old and raiden got buff,spam
He says hi and to get your ass back to south tampa (preferably at a kegger),spam
In e msg jus now. U said thanks for gift.,spam
U too...,spam
Ok how you dear. Did you call chechi,spam
Yeah we do totes. When u wanna?,spam
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,spam
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),spam
Wat r u doing?,spam
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,spam
"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",spam
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",spam
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,spam
Dude just saw a parked car with its sunroof popped up. Sux,spam
Get ready to put on your excellent sub face :),spam
Tmrw. Im finishing 9 doors,spam
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",spam
I am late. I will be there at,spam
"whatever, im pretty pissed off.",spam
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,spam
I dont have that much image in class.,spam
No:-)i got rumour that you going to buy apartment in chennai:-),spam
Near kalainar tv office.thenampet,spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,ham
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,ham
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,spam
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",spam
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,spam
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",spam
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,spam
"Why is that, princess? I bet the brothas are all chasing you!",spam
"I shall book chez jules for half eight, if that's ok with you?",spam
Hhahhaahahah rofl wtf nig was leonardo in your room or something,spam
"Yep, at derek's house now, see you Sunday &lt;3",spam
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",spam
"Sorry, I'll call later",spam
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,spam
There are no other charges after transfer charges and you can withdraw anyhow you like,spam
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",spam
At 4. Let's go to bill millers,spam
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,spam
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",spam
That's my honeymoon outfit. :),spam
Will it help if we propose going back again tomorrow,spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,ham
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,spam
Pls confirm the time to collect the cheque.,spam
As a Registered Subscriber yr draw 4 a �100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,ham
URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,ham
Daddy will take good care of you :),spam
"Yeah probably, I still gotta check out with leo",spam
K.then any other special?,spam
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,spam
Ok pa. Nothing problem:-),spam
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,spam
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",spam
When you came to hostel.,spam
Ok no prob... I'll come after lunch then...,spam
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,spam
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,spam
You all ready for * big day tomorrow?,spam
I'll probably be around mu a lot,spam
645,spam
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,ham
Thnx dude. u guys out 2nite?,spam
Me sef dey laugh you. Meanwhile how's my darling anjie!,spam
Mm i had my food da from out,spam
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",spam
Did u download the fring app?,spam
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,spam
Friends that u can stay on fb chat with,spam
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",spam
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",spam
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,ham
"Ah, well that confuses things, doesn���t it?",spam
500 free text msgs. Just text ok to 80488 and we'll credit your account,ham
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,spam
Dear how you. Are you ok?,spam
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth �350! To Claim, Call London 02072069400. Bx 526, SW73SS",ham
Yes princess! I want to make you happy...,spam
Sounds like you have many talents! would you like to go on a dinner date next week?,spam
I am going to film 2day da. At 6pm. Sorry da.,spam
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,spam
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,spam
Yesterday its with me only . Now am going home.,spam
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",ham
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",spam
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",spam
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",ham
Great comedy..cant stop laughing da:),spam
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,ham
"Alright, we're all set here, text the man",spam
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",spam
Sleeping nt feeling well,spam
U WILL SWITCH YOUR FONE ON DAMMIT!!,spam
India have to take lead:),spam
I.ll post her out l8r. In class,spam
Thts wat Wright Brother did to fly..,spam
"Evening * v good if somewhat event laden. Will fill you in, don't you worry ��_ Head * ok but throat * wrecked. See you at six then!",spam
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),spam
ITS A LAPTOP TAKE IT WITH YOU.,spam
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,spam
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,spam
"For ur chance to win a �250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",ham
I was at bugis juz now wat... But now i'm walking home oredi... �� so late then reply... I oso saw a top dat i like but din buy... Where r �_ now? ,spam
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",spam
At 7 we will go ok na.,spam
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),spam
S:-)if we have one good partnership going we will take lead:),spam
RGENT! This is the 2nd attempt to contact U!U have WON �1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max�7. 50,ham
"Yeah, where's your class at?",spam
No just send to you. Bec you in temple na.,spam
"You aren't coming home between class, right? I need to work out and shower!",spam
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls�1/minMobsmoreLKPOBOX177HP51FL,ham
S but mostly not like that.,spam
�� v ma fan...,spam
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,spam
Guess who spent all last night phasing in and out of the fourth dimension,spam
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,spam
"Yes..but they said its IT.,",spam
Very hurting n meaningful lines ever: \I compromised everything for my love,spam
Lmao!nice 1,spam
Glad to see your reply.,spam
URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,ham
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,ham
Nah dub but je still buff,spam
Painful words- \I thought being Happy was the most toughest thing on Earth... But,spam
"Yeah, that's fine! It's �6 to get in, is that ok? ",spam
Lol where do u come up with these ideas?,spam
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",spam
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",spam
Okay... We wait ah,spam
Y lei?,spam
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,spam
Already am squatting is the new way of walking,spam
Do you want bold 2 or bb torch,spam
Cramps stopped. Going back to sleep,spam
todays vodafone numbers ending with 0089(my last four digits) are selected to received a �350 award. If your number matches please call 09063442151 to claim your �350 award,ham
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,ham
Nan sonathaya soladha. Why boss?,spam
Bring tat cd don forget,spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. �1.50 SP:Tyrone,ham
I don't know but I'm raping dudes at poker,spam
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,spam
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,spam
�� eatin later but i'm eatin wif my frens now lei... �� going home first? ,spam
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,spam
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",spam
Hai priya are you right. What doctor said pa. Where are you.,spam
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",ham
Ok...,spam
Please ask mummy to call father,spam
Can come my room but cannot come my house cos my house still messy... Haha...,spam
I have lost 10 kilos as of today!,spam
Just taste fish curry :-P,spam
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,spam
Yun ah.now �_ wkg where?btw if �_ go nus sc. �� wana specialise in wad?,spam
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,spam
Was doing my test earlier. I appreciate you. Will call you tomorrow.,spam
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",spam
U meet other fren dun wan meet me ah... Muz b a guy rite...,spam
"(No promises on when though, haven't even gotten dinner yet)",spam
I got your back! Do you have any dislikes in bed?,spam
o turns out i had stereo love on mi phone under the unknown album.,spam
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,ham
Yeah I don't see why not,spam
Asking do u knw them or nt? May be ur frnds or classmates?,spam
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",spam
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,ham
"As in missionary hook up, doggy hook up, standing...|",spam
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,spam
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",spam
Am watching house ��� very entertaining ��� am getting the whole hugh laurie thing ��� even with the stick ��� indeed especially with the stick.,spam
Thought praps you meant another one. Goodo! I'll look tomorrow ,spam
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur ��rents mayb interested in it, I hav 12,000pes, so around �48, tb, James.",spam
There bold 2  &lt;#&gt; . Is that yours,spam
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,spam
"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",spam
I went to project centre,spam
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,spam
Lol yeah at this point I guess not,spam
Doing project w frens lor. ,spam
Lol. Well quality aint bad at all so i aint complaining,spam
"K, can that happen tonight?",spam
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive �5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",ham
"I think we're going to finn's now, come",spam
Why tired what special there you had,spam
I will come tomorrow di,spam
I cant pick the phone right now. Pls send a message,spam
K go and sleep well. Take rest:-).,spam
U guys never invite me anywhere :(,spam
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of�2000 CASH 18+only. To opt out txt X to 07786200117,ham
I can do that! I want to please you both inside and outside the bedroom...,spam
"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",spam
I love to wine and dine my lady!,spam
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,ham
"I��m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",spam
I don know account details..i will ask my mom and send you.my mom is out of reach now.,spam
I think u have the wrong number.,spam
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),spam
